t1,t2,v,s
156,244,0.23175,0.1
49,244,0.10149,0.1
163,235,0.19563,0.1
121,152,0.31675,0.1
131,142,0.29926,0.1
53,55,0.14161,0.1
199,222,0.07939,0.1
122,134,0.30512,0.1
77,245,0.20238,0.1
106,214,0.27750,0.1
100,146,0.32085,0.1
86,163,0.29949,0.1
29,184,0.12970,0.1
137,229,0.28609,0.1
78,170,0.28486,0.1
123,170,0.31229,0.1
137,202,0.29094,0.1
100,233,0.25998,0.1
105,163,0.31410,0.1
129,151,0.30708,0.1
152,250,0.25090,0.1
95,163,0.30644,0.1
106,152,0.32056,0.1
15,202,0.07237,0.1
71,135,0.31416,0.1
22,99,0.25415,0.1
146,180,0.27419,0.1
104,146,0.32052,0.1
88,142,0.31881,0.1
91,169,0.29646,0.1
179,200,0.13836,0.1
58,112,0.28685,0.1
86,134,0.31517,0.1
144,199,0.27836,0.1
82,178,0.27726,0.1
126,205,0.29858,0.1
109,171,0.31080,0.1
67,128,0.30671,0.1
100,149,0.32079,0.1
52,82,0.21587,0.1
35,58,0.15976,0.1
36,134,0.29223,0.1
38,221,0.02996,0.1
13,241,0.00026,0.1
27,69,0.18539,0.1
170,184,0.17476,0.1
95,96,0.24814,0.1
2,87,0.22308,0.1
55,102,0.26855,0.1
80,120,0.29863,0.1
92,222,0.23917,0.1
52,101,0.26286,0.1
243,250,0.00010,0.1
104,181,0.30202,0.1
128,165,0.31061,0.1
144,244,0.27494,0.1
119,204,0.29768,0.1
120,201,0.29977,0.1
137,160,0.29553,0.1
10,64,0.17647,0.1
45,147,0.28352,0.1
130,134,0.29599,0.1
67,132,0.31167,0.1
84,159,0.30332,0.1
33,241,0.00680,0.1
53,68,0.18570,0.1
47,69,0.18571,0.1
148,165,0.26799,0.1
66,187,0.24486,0.1
113,184,0.30569,0.1
168,218,0.18136,0.1
100,144,0.32045,0.1
129,161,0.30761,0.1
178,189,0.14479,0.1
17,17,0.00041,0.1
172,177,0.16726,0.1
151,188,0.25309,0.1
246,247,0.00006,0.1
96,240,0.24780,0.1
41,140,0.29063,0.1
102,235,0.26497,0.1
106,149,0.32070,0.1
197,208,0.08617,0.1
91,106,0.27667,0.1
66,119,0.29567,0.1
134,158,0.30199,0.1
85,212,0.23102,0.1
122,146,0.31368,0.1
96,150,0.31990,0.1
120,170,0.31287,0.1
49,167,0.23590,0.1
60,94,0.24420,0.1
84,217,0.22348,0.1
103,151,0.32058,0.1
24,27,0.00148,0.1
122,161,0.31441,0.1
120,173,0.31135,0.1
104,163,0.31410,0.1
108,118,0.29081,0.1
149,188,0.26104,0.1
72,183,0.25739,0.1
19,105,0.26924,0.1
95,151,0.31836,0.1
108,145,0.31981,0.1
6,70,0.18924,0.1
195,217,0.09356,0.1
17,233,0.00071,0.1
79,148,0.31495,0.1
18,99,0.25414,0.1
122,250,0.28941,0.1
126,168,0.31022,0.1
86,164,0.29949,0.1
1,219,0.00714,0.1
63,128,0.30626,0.1
31,163,0.19779,0.1
88,155,0.31157,0.1
78,134,0.31446,0.1
169,180,0.17474,0.1
116,205,0.29500,0.1
74,208,0.22146,0.1
17,61,0.16612,0.1
38,75,0.19842,0.1
152,213,0.25140,0.1
152,220,0.25109,0.1
96,135,0.31672,0.1
67,136,0.31346,0.1
162,228,0.20317,0.1
113,165,0.31475,0.1
148,167,0.26802,0.1
92,163,0.30467,0.1
26,102,0.26498,0.1
83,131,0.31345,0.1
101,147,0.32095,0.1
127,150,0.31084,0.1
85,175,0.28231,0.1
90,121,0.29830,0.1
89,114,0.28981,0.1
52,91,0.23368,0.1
100,145,0.32085,0.1
41,68,0.18558,0.1
2,82,0.21506,0.1
30,130,0.29206,0.1
143,219,0.27530,0.1
20,137,0.28616,0.1
60,64,0.17655,0.1
120,158,0.31638,0.1
17,94,0.24240,0.1
153,186,0.24397,0.1
139,147,0.28811,0.1
52,107,0.27697,0.1
1,24,0.00106,0.1
79,200,0.24394,0.1
66,148,0.31026,0.1
106,181,0.30348,0.1
125,132,0.30106,0.1
91,241,0.23238,0.1
51,174,0.22930,0.1
58,103,0.26869,0.1
140,163,0.29121,0.1
34,66,0.18135,0.1
81,84,0.21926,0.1
34,100,0.26024,0.1
149,170,0.26135,0.1
108,142,0.31812,0.1
51,250,0.11679,0.1
86,145,0.31818,0.1
122,162,0.31441,0.1
60,111,0.28399,0.1
102,158,0.31739,0.1
119,191,0.30451,0.1
143,194,0.27905,0.1
106,160,0.31703,0.1
114,153,0.31908,0.1
91,136,0.31666,0.1
79,176,0.27575,0.1
33,118,0.28675,0.1
73,127,0.30717,0.1
19,236,0.00069,0.1
189,243,0.11367,0.1
147,204,0.26640,0.1
170,205,0.17474,0.1
97,146,0.32048,0.1
174,203,0.15988,0.1
60,111,0.28399,0.1
107,131,0.31109,0.1
46,115,0.28722,0.1
82,248,0.21508,0.1
138,152,0.29411,0.1
108,144,0.31912,0.1
121,172,0.31213,0.1
60,184,0.23988,0.1
34,190,0.12149,0.1
112,146,0.31877,0.1
101,145,0.32085,0.1
37,38,0.02529,0.1
120,178,0.30965,0.1
121,148,0.31591,0.1
84,108,0.28063,0.1
123,144,0.31270,0.1
149,211,0.25915,0.1
112,203,0.29385,0.1
186,207,0.12349,0.1
45,67,0.18155,0.1
85,145,0.31768,0.1
68,114,0.29017,0.1
77,246,0.20238,0.1
5,124,0.29066,0.1
91,160,0.30758,0.1
152,165,0.25315,0.1
5,233,0.00033,0.1
116,160,0.31698,0.1
117,132,0.30719,0.1
123,194,0.30422,0.1
50,242,0.11683,0.1
126,140,0.30552,0.1
62,138,0.31284,0.1
83,105,0.27329,0.1
211,252,0.02718,0.1
94,110,0.28292,0.1
152,234,0.25090,0.1
106,227,0.27277,0.1
37,176,0.16264,0.1
131,186,0.30131,0.1
79,206,0.23310,0.1
125,146,0.31175,0.1
172,191,0.16734,0.1
27,68,0.18539,0.1
95,140,0.31891,0.1
150,168,0.26132,0.1
96,153,0.31786,0.1
9,87,0.22308,0.1
114,158,0.31803,0.1
117,161,0.31624,0.1
70,101,0.26300,0.1
103,143,0.32027,0.1
74,81,0.21139,0.1
86,100,0.26235,0.1
130,221,0.29206,0.1
102,142,0.31945,0.1
142,199,0.28350,0.1
107,197,0.29348,0.1
38,131,0.29442,0.1
217,226,0.01000,0.1
206,218,0.05575,0.1
156,191,0.23299,0.1
61,126,0.30598,0.1
34,218,0.02047,0.1
213,251,0.01955,0.1
151,190,0.25304,0.1
40,107,0.27414,0.1
152,173,0.25328,0.1
158,223,0.22165,0.1
141,191,0.28457,0.1
105,165,0.31289,0.1
80,130,0.31143,0.1
51,109,0.27996,0.1
44,90,0.23329,0.1
18,31,0.00421,0.1
60,132,0.31054,0.1
20,154,0.24247,0.1
88,112,0.28670,0.1
53,78,0.20738,0.1
197,205,0.08617,0.1
115,139,0.31479,0.1
91,115,0.28965,0.1
128,219,0.29243,0.1
181,186,0.13286,0.1
79,143,0.31661,0.1
120,140,0.31161,0.1
85,106,0.27712,0.1
22,61,0.16612,0.1
107,159,0.31703,0.1
81,137,0.31652,0.1
26,101,0.25993,0.1
73,228,0.19423,0.1
71,135,0.31416,0.1
62,113,0.28703,0.1
166,181,0.18874,0.1
8,125,0.29067,0.1
223,227,0.00306,0.1
112,188,0.30409,0.1
94,145,0.32012,0.1
137,186,0.29356,0.1
142,213,0.28060,0.1
140,175,0.29056,0.1
36,120,0.28922,0.1
2,34,0.01071,0.1
113,138,0.31411,0.1
112,141,0.31691,0.1
106,155,0.31927,0.1
25,62,0.17147,0.1
62,242,0.17152,0.1
82,131,0.31345,0.1
100,139,0.31872,0.1
167,248,0.18130,0.1
77,124,0.30456,0.1
115,176,0.31012,0.1
87,104,0.27307,0.1
83,173,0.28312,0.1
10,140,0.28316,0.1
64,253,0.17649,0.1
171,178,0.16726,0.1
79,111,0.28406,0.1
108,154,0.32003,0.1
106,208,0.28418,0.1
189,202,0.11370,0.1
40,80,0.21148,0.1
115,154,0.31908,0.1
189,196,0.11369,0.1
59,226,0.16085,0.1
79,128,0.30752,0.1
120,128,0.29769,0.1
116,139,0.31392,0.1
70,246,0.18927,0.1
45,131,0.30022,0.1
141,148,0.28293,0.1
121,148,0.31591,0.1
153,196,0.24374,0.1
92,106,0.27643,0.1
157,205,0.22224,0.1
17,78,0.20675,0.1
28,34,0.01071,0.1
52,83,0.21587,0.1
39,58,0.15980,0.1
97,158,0.31408,0.1
80,125,0.30467,0.1
90,116,0.29245,0.1
89,128,0.30767,0.1
42,123,0.29388,0.1
111,134,0.31171,0.1
107,149,0.32070,0.1
126,173,0.30879,0.1
123,165,0.31341,0.1
86,158,0.30753,0.1
118,124,0.29567,0.1
79,87,0.22353,0.1
114,172,0.31219,0.1
185,231,0.12346,0.1
105,155,0.31911,0.1
194,198,0.10074,0.1
205,254,0.05575,0.1
113,149,0.31962,0.1
11,79,0.20674,0.1
202,250,0.07213,0.1
174,253,0.15974,0.1
76,134,0.31421,0.1
145,182,0.27410,0.1
126,145,0.30935,0.1
95,174,0.29642,0.1
167,198,0.18159,0.1
13,37,0.01651,0.1
231,246,0.00045,0.1
10,240,0.00022,0.1
93,106,0.27643,0.1
50,143,0.30136,0.1
17,228,0.00146,0.1
46,225,0.08665,0.1
113,147,0.31932,0.1
71,136,0.31416,0.1
118,234,0.28630,0.1
199,237,0.07939,0.1
106,124,0.30091,0.1
51,111,0.28294,0.1
93,154,0.31601,0.1
150,230,0.25835,0.1
123,174,0.31093,0.1
56,113,0.28668,0.1
130,180,0.30444,0.1
119,120,0.28915,0.1
75,82,0.21542,0.1
52,92,0.23879,0.1
97,132,0.31358,0.1
70,132,0.31219,0.1
139,175,0.29056,0.1
40,74,0.19849,0.1
141,164,0.28622,0.1
89,132,0.31376,0.1
210,221,0.03648,0.1
181,228,0.13284,0.1
18,53,0.13026,0.1
117,245,0.28435,0.1
109,150,0.32043,0.1
80,143,0.31716,0.1
175,239,0.15223,0.1
146,201,0.27266,0.1
67,140,0.31403,0.1
32,71,0.18929,0.1
65,145,0.31097,0.1
109,142,0.31812,0.1
86,130,0.31169,0.1
39,160,0.22363,0.1
83,218,0.21961,0.1
107,149,0.32070,0.1
102,143,0.32027,0.1
168,192,0.18160,0.1
68,102,0.26870,0.1
83,197,0.25317,0.1
108,154,0.32003,0.1
47,195,0.15948,0.1
141,175,0.28579,0.1
109,123,0.29691,0.1
12,91,0.23234,0.1
128,183,0.30618,0.1
119,151,0.31774,0.1
137,221,0.28641,0.1
23,163,0.19606,0.1
54,125,0.30220,0.1
98,130,0.31101,0.1
115,221,0.28348,0.1
41,84,0.21947,0.1
61,114,0.28991,0.1
84,166,0.29545,0.1
56,237,0.15127,0.1
99,185,0.29198,0.1
140,241,0.28315,0.1
140,158,0.29098,0.1
119,189,0.30538,0.1
128,213,0.29407,0.1
111,190,0.30215,0.1
38,178,0.16114,0.1
40,249,0.03723,0.1
153,172,0.24402,0.1
20,40,0.03719,0.1
169,187,0.17478,0.1
81,143,0.31716,0.1
15,84,0.21905,0.1
160,189,0.21267,0.1
114,163,0.31565,0.1
55,128,0.30453,0.1
110,140,0.31629,0.1
191,205,0.10776,0.1
131,181,0.30189,0.1
106,151,0.32056,0.1
138,189,0.29312,0.1
98,156,0.31722,0.1
103,139,0.31837,0.1
112,179,0.30740,0.1
1,111,0.27787,0.1
104,155,0.31911,0.1
27,147,0.26475,0.1
160,176,0.21263,0.1
166,181,0.18874,0.1
162,244,0.20316,0.1
22,142,0.27966,0.1
131,224,0.29107,0.1
94,143,0.32006,0.1
148,148,0.26431,0.1
48,49,0.10141,0.1
40,148,0.27496,0.1
112,149,0.31962,0.1
230,232,0.00069,0.1
121,202,0.29977,0.1
38,232,0.02571,0.1
93,107,0.27643,0.1
110,164,0.31547,0.1
40,148,0.27496,0.1
142,170,0.28613,0.1
185,236,0.12346,0.1
97,146,0.32048,0.1
120,146,0.31518,0.1
117,118,0.28741,0.1
50,88,0.22894,0.1
29,106,0.27261,0.1
94,152,0.31836,0.1
91,115,0.28965,0.1
104,117,0.28911,0.1
63,137,0.31284,0.1
148,178,0.26789,0.1
90,155,0.31268,0.1
121,200,0.30086,0.1
113,158,0.31827,0.1
97,133,0.31530,0.1
139,166,0.29117,0.1
179,195,0.13836,0.1
56,186,0.22748,0.1
121,156,0.31674,0.1
131,169,0.30400,0.1
17,101,0.25990,0.1
162,167,0.20347,0.1
99,148,0.32074,0.1
96,107,0.27577,0.1
114,152,0.31918,0.1
65,107,0.27752,0.1
82,111,0.28394,0.1
127,197,0.30202,0.1
165,174,0.18864,0.1
26,167,0.18212,0.1
106,158,0.31822,0.1
88,157,0.30889,0.1
77,117,0.29295,0.1
125,225,0.29094,0.1
65,74,0.19850,0.1
125,162,0.31310,0.1
105,158,0.31792,0.1
36,123,0.29090,0.1
113,153,0.31953,0.1
92,149,0.31866,0.1
116,188,0.30560,0.1
59,170,0.26173,0.1
98,163,0.31020,0.1
100,114,0.28767,0.1
95,190,0.28212,0.1
131,201,0.29750,0.1
94,144,0.32006,0.1
121,143,0.31424,0.1
46,225,0.08665,0.1
30,193,0.10395,0.1
89,151,0.31595,0.1
60,109,0.28087,0.1
101,254,0.25990,0.1
140,179,0.29016,0.1
67,184,0.24957,0.1
19,191,0.10814,0.1
164,185,0.19608,0.1
120,122,0.29106,0.1
118,161,0.31586,0.1
89,144,0.31896,0.1
128,208,0.29747,0.1
124,240,0.29068,0.1
90,167,0.29857,0.1
51,92,0.23873,0.1
1,154,0.24222,0.1
69,103,0.26870,0.1
19,20,0.00067,0.1
85,132,0.31358,0.1
57,122,0.30008,0.1
134,189,0.29845,0.1
129,183,0.30372,0.1
158,171,0.22250,0.1
89,167,0.29669,0.1
57,119,0.29490,0.1
104,155,0.31911,0.1
87,135,0.31635,0.1
154,180,0.24403,0.1
88,168,0.29669,0.1
125,202,0.30068,0.1
86,107,0.27701,0.1
82,97,0.24930,0.1
99,136,0.31652,0.1
101,237,0.25993,0.1
38,68,0.18552,0.1
173,190,0.15988,0.1
69,241,0.18544,0.1
3,180,0.13829,0.1
29,43,0.05215,0.1
121,157,0.31638,0.1
105,242,0.26924,0.1
18,177,0.14507,0.1
65,122,0.30102,0.1
46,100,0.26218,0.1
38,133,0.29359,0.1
73,88,0.22865,0.1
67,190,0.24223,0.1
107,179,0.30458,0.1
147,157,0.26741,0.1
49,126,0.30154,0.1
34,48,0.10142,0.1
83,158,0.30513,0.1
133,160,0.30203,0.1
41,190,0.14074,0.1
19,185,0.12383,0.1
50,70,0.18962,0.1
71,138,0.31468,0.1
98,147,0.32074,0.1
72,223,0.19527,0.1
75,111,0.28413,0.1
131,182,0.30189,0.1
129,152,0.30708,0.1
87,176,0.28443,0.1
147,158,0.26741,0.1
150,200,0.26040,0.1
104,155,0.31911,0.1
100,146,0.32085,0.1
102,143,0.32027,0.1
135,173,0.29797,0.1
77,137,0.31585,0.1
116,163,0.31553,0.1
62,252,0.17149,0.1
17,124,0.29070,0.1
67,216,0.18892,0.1
80,94,0.24366,0.1
87,142,0.31844,0.1
75,94,0.24391,0.1
36,66,0.18138,0.1
97,168,0.30463,0.1
176,177,0.15226,0.1
53,79,0.20738,0.1
140,159,0.29114,0.1
79,162,0.29592,0.1
119,168,0.31386,0.1
155,227,0.23177,0.1
50,136,0.30616,0.1
116,140,0.31392,0.1
102,149,0.32092,0.1
71,248,0.18926,0.1
135,190,0.29595,0.1
110,160,0.31740,0.1
96,141,0.31980,0.1
100,129,0.31054,0.1
13,111,0.27788,0.1
29,126,0.29173,0.1
187,219,0.11880,0.1
87,133,0.31517,0.1
72,138,0.31510,0.1
73,78,0.20698,0.1
208,220,0.04654,0.1
159,206,0.21243,0.1
106,163,0.31473,0.1
82,87,0.22333,0.1
114,215,0.28533,0.1
193,223,0.10073,0.1
67,184,0.24957,0.1
95,194,0.27788,0.1
174,183,0.15986,0.1
59,61,0.16616,0.1
65,142,0.31308,0.1
69,104,0.27365,0.1
98,168,0.30693,0.1
95,110,0.28292,0.1
87,251,0.22310,0.1
52,236,0.13037,0.1
18,164,0.19590,0.1
168,233,0.18130,0.1
48,136,0.30409,0.1
111,143,0.31860,0.1
120,170,0.31287,0.1
42,100,0.26143,0.1
121,174,0.31135,0.1
161,173,0.20364,0.1
88,167,0.29669,0.1
17,92,0.23726,0.1
76,126,0.30742,0.1
92,139,0.31876,0.1
90,123,0.30138,0.1
110,133,0.31171,0.1
116,187,0.30560,0.1
82,89,0.22822,0.1
66,70,0.18933,0.1
98,124,0.30346,0.1
30,64,0.17649,0.1
72,165,0.28465,0.1
136,145,0.29523,0.1
139,240,0.28315,0.1
8,193,0.10076,0.1
128,155,0.31187,0.1
122,158,0.31530,0.1
12,88,0.22780,0.1
87,92,0.23786,0.1
107,112,0.28243,0.1
17,83,0.21506,0.1
16,172,0.16739,0.1
55,225,0.14279,0.1
114,201,0.29679,0.1
114,218,0.28453,0.1
148,171,0.26803,0.1
75,131,0.31271,0.1
23,113,0.28025,0.1
23,64,0.17647,0.1
100,147,0.32095,0.1
17,167,0.18153,0.1
5,146,0.26996,0.1
155,172,0.23302,0.1
156,183,0.23306,0.1
102,142,0.31945,0.1
93,127,0.30751,0.1
73,147,0.31263,0.1
186,211,0.12348,0.1
61,121,0.29792,0.1
119,141,0.31422,0.1
116,213,0.28820,0.1
94,140,0.31891,0.1
108,161,0.31619,0.1
68,131,0.31194,0.1
30,100,0.26003,0.1
22,191,0.10836,0.1
62,131,0.31095,0.1
93,147,0.31932,0.1
79,94,0.24375,0.1
71,90,0.23344,0.1
51,95,0.24411,0.1
138,219,0.28658,0.1
75,138,0.31550,0.1
132,174,0.30336,0.1
102,162,0.31447,0.1
72,137,0.31510,0.1
131,158,0.30495,0.1
127,227,0.29160,0.1
77,132,0.31292,0.1
94,152,0.31836,0.1
129,180,0.30444,0.1
49,253,0.10144,0.1
206,213,0.05575,0.1
104,113,0.28310,0.1
100,137,0.31747,0.1
15,131,0.29079,0.1
86,134,0.31517,0.1
115,122,0.29447,0.1
88,109,0.28037,0.1
103,139,0.31837,0.1
19,244,0.00063,0.1
59,71,0.18950,0.1
43,240,0.05224,0.1
45,71,0.18956,0.1
62,137,0.31284,0.1
115,197,0.29935,0.1
173,225,0.15975,0.1
36,85,0.21925,0.1
120,167,0.31351,0.1
134,155,0.30181,0.1
41,106,0.27414,0.1
135,175,0.29771,0.1
97,153,0.31786,0.1
4,15,0.00028,0.1
14,205,0.05600,0.1
19,217,0.01051,0.1
65,132,0.31133,0.1
71,102,0.26868,0.1
28,84,0.21908,0.1
68,84,0.21970,0.1
66,228,0.18188,0.1
113,249,0.28021,0.1
19,244,0.00063,0.1
80,120,0.29863,0.1
54,212,0.15945,0.1
126,156,0.31187,0.1
140,167,0.29111,0.1
84,113,0.28693,0.1
77,114,0.29022,0.1
102,148,0.32097,0.1
110,137,0.31482,0.1
141,171,0.28604,0.1
56,105,0.27350,0.1
114,158,0.31803,0.1
40,93,0.23790,0.1
107,126,0.30418,0.1
106,169,0.31132,0.1
96,121,0.29756,0.1
54,142,0.30772,0.1
102,140,0.31837,0.1
98,203,0.27465,0.1
174,246,0.15974,0.1
73,106,0.27750,0.1
31,63,0.17148,0.1
83,249,0.21508,0.1
158,242,0.22161,0.1
72,132,0.31246,0.1
41,101,0.26103,0.1
85,171,0.28786,0.1
126,153,0.31172,0.1
156,194,0.23295,0.1
13,243,0.00026,0.1
111,209,0.28621,0.1
131,219,0.29149,0.1
107,176,0.30728,0.1
126,141,0.30699,0.1
132,146,0.30171,0.1
153,210,0.24295,0.1
148,168,0.26802,0.1
71,136,0.31416,0.1
52,105,0.27322,0.1
10,13,0.00016,0.1
58,245,0.15977,0.1
201,203,0.07213,0.1
104,144,0.31995,0.1
66,117,0.29281,0.1
76,180,0.26731,0.1
173,190,0.15988,0.1
106,161,0.31584,0.1
122,122,0.28940,0.1
53,115,0.28899,0.1
45,87,0.22384,0.1
108,161,0.31619,0.1
59,127,0.30564,0.1
102,151,0.32058,0.1
1,146,0.26996,0.1
77,137,0.31585,0.1
78,133,0.31446,0.1
160,241,0.21194,0.1
209,214,0.03648,0.1
113,173,0.31078,0.1
81,171,0.28404,0.1
118,153,0.31779,0.1
177,239,0.14472,0.1
164,246,0.19563,0.1
74,119,0.29587,0.1
33,123,0.29002,0.1
92,145,0.31969,0.1
57,133,0.31000,0.1
128,131,0.29855,0.1
119,170,0.31316,0.1
133,219,0.29025,0.1
150,186,0.26109,0.1
90,191,0.27370,0.1
103,151,0.32058,0.1
72,171,0.27535,0.1
51,91,0.23364,0.1
33,122,0.29002,0.1
99,130,0.31101,0.1
131,139,0.29775,0.1
113,172,0.31187,0.1
100,116,0.29051,0.1
50,196,0.18353,0.1
134,190,0.29845,0.1
111,152,0.32010,0.1
128,207,0.29747,0.1
55,155,0.28527,0.1
135,189,0.29595,0.1
123,162,0.31441,0.1
131,204,0.29685,0.1
101,145,0.32085,0.1
27,85,0.21906,0.1
122,127,0.29604,0.1
39,171,0.18205,0.1
85,191,0.26492,0.1
9,231,0.00049,0.1
123,149,0.31499,0.1
91,129,0.31173,0.1
180,246,0.13829,0.1
129,177,0.30487,0.1
19,253,0.00057,0.1
1,124,0.29066,0.1
70,202,0.22681,0.1
32,57,0.15120,0.1
8,253,0.00008,0.1
85,149,0.31586,0.1
45,105,0.27175,0.1
159,192,0.21266,0.1
96,138,0.31789,0.1
45,124,0.29705,0.1
113,129,0.30657,0.1
203,213,0.06434,0.1
60,108,0.28087,0.1
106,151,0.32056,0.1
58,123,0.30044,0.1
115,131,0.30812,0.1
94,128,0.30734,0.1
114,169,0.31316,0.1
46,65,0.17672,0.1
107,169,0.31132,0.1
9,171,0.16717,0.1
123,130,0.30065,0.1
51,121,0.29588,0.1
81,176,0.27811,0.1
19,118,0.28628,0.1
55,104,0.27339,0.1
106,150,0.32070,0.1
168,196,0.18160,0.1
116,194,0.30274,0.1
74,177,0.26777,0.1
153,184,0.24399,0.1
75,127,0.30731,0.1
6,158,0.22162,0.1
74,200,0.23742,0.1
78,89,0.22842,0.1
27,133,0.28983,0.1
4,91,0.23234,0.1
122,215,0.29164,0.1
191,233,0.10774,0.1
115,152,0.31918,0.1
8,231,0.00049,0.1
66,157,0.29407,0.1
116,223,0.28495,0.1
151,171,0.25327,0.1
98,154,0.31878,0.1
44,143,0.29113,0.1
115,154,0.31908,0.1
64,113,0.28709,0.1
147,164,0.26793,0.1
79,171,0.28188,0.1
44,57,0.15129,0.1
81,125,0.30467,0.1
97,135,0.31672,0.1
134,163,0.30186,0.1
171,198,0.16734,0.1
214,218,0.01955,0.1
131,160,0.30493,0.1
84,132,0.31358,0.1
116,254,0.28435,0.1
62,210,0.19248,0.1
171,199,0.16733,0.1
132,223,0.29107,0.1
131,158,0.30495,0.1
159,225,0.21196,0.1
109,146,0.31981,0.1
100,130,0.31054,0.1
11,118,0.28625,0.1
70,110,0.28415,0.1
116,160,0.31698,0.1
91,152,0.31675,0.1
94,141,0.31965,0.1
33,222,0.01158,0.1
83,95,0.24356,0.1
114,142,0.31612,0.1
104,156,0.31911,0.1
114,248,0.28245,0.1
57,93,0.23881,0.1
87,176,0.28443,0.1
110,154,0.31983,0.1
135,142,0.29275,0.1
37,187,0.13063,0.1
20,63,0.17147,0.1
14,230,0.00098,0.1
178,251,0.14472,0.1
141,159,0.28609,0.1
128,155,0.31187,0.1
29,234,0.00270,0.1
207,221,0.04654,0.1
74,124,0.30448,0.1
96,130,0.31137,0.1
144,217,0.27544,0.1
19,79,0.20675,0.1
112,135,0.31264,0.1
192,237,0.10774,0.1
84,86,0.22321,0.1
37,127,0.29332,0.1
131,164,0.30467,0.1
134,201,0.29566,0.1
197,205,0.08617,0.1
119,195,0.30237,0.1
157,174,0.22254,0.1
20,187,0.11928,0.1
63,242,0.17152,0.1
55,86,0.22411,0.1
76,215,0.20916,0.1
75,140,0.31589,0.1
24,75,0.19824,0.1
116,174,0.31141,0.1
115,163,0.31565,0.1
42,122,0.29388,0.1
115,135,0.31178,0.1
141,173,0.28592,0.1
89,136,0.31653,0.1
94,141,0.31965,0.1
195,220,0.09356,0.1
100,163,0.31184,0.1
97,121,0.29756,0.1
115,182,0.30720,0.1
58,146,0.30783,0.1
108,181,0.30468,0.1
187,230,0.11880,0.1
44,53,0.13031,0.1
82,160,0.30199,0.1
4,94,0.24240,0.1
155,251,0.23175,0.1
1,14,0.00028,0.1
130,163,0.30740,0.1
34,37,0.01651,0.1
77,196,0.24716,0.1
60,149,0.30491,0.1
124,156,0.31396,0.1
1,208,0.04654,0.1
127,232,0.29152,0.1
37,85,0.21925,0.1
117,135,0.31088,0.1
107,160,0.31703,0.1
28,105,0.26932,0.1
30,203,0.06792,0.1
120,188,0.30641,0.1
144,164,0.28046,0.1
5,140,0.28314,0.1
173,233,0.15974,0.1
11,80,0.21113,0.1
30,106,0.27270,0.1
98,150,0.32046,0.1
102,220,0.26699,0.1
116,125,0.29685,0.1
35,106,0.27300,0.1
122,143,0.31270,0.1
64,201,0.21664,0.1
128,147,0.31020,0.1
117,162,0.31624,0.1
92,123,0.30122,0.1
139,166,0.29117,0.1
117,156,0.31822,0.1
71,144,0.31419,0.1
141,164,0.28622,0.1
132,169,0.30400,0.1
26,52,0.13026,0.1
154,164,0.24377,0.1
146,187,0.27385,0.1
165,182,0.18874,0.1
72,137,0.31510,0.1
5,7,0.00002,0.1
49,53,0.13030,0.1
130,167,0.30686,0.1
177,185,0.14478,0.1
117,236,0.28437,0.1
136,155,0.29860,0.1
75,163,0.28962,0.1
74,116,0.29295,0.1
213,233,0.01955,0.1
90,117,0.29245,0.1
104,125,0.30156,0.1
100,140,0.31872,0.1
227,252,0.00106,0.1
89,125,0.30462,0.1
75,246,0.19826,0.1
111,169,0.31253,0.1
105,140,0.31791,0.1
36,78,0.20690,0.1
25,82,0.21507,0.1
220,231,0.00714,0.1
14,34,0.01071,0.1
75,139,0.31589,0.1
94,97,0.24814,0.1
78,79,0.20674,0.1
40,252,0.03723,0.1
77,133,0.31421,0.1
67,127,0.30671,0.1
50,145,0.29887,0.1
203,232,0.06434,0.1
118,130,0.30358,0.1
20,180,0.13874,0.1
96,211,0.25723,0.1
7,244,0.00012,0.1
123,169,0.31229,0.1
118,177,0.30963,0.1
32,130,0.29239,0.1
101,189,0.29260,0.1
80,82,0.21516,0.1
97,182,0.29117,0.1
159,160,0.21194,0.1
154,215,0.24252,0.1
67,89,0.22880,0.1
109,143,0.31912,0.1
86,156,0.31038,0.1
59,125,0.30313,0.1
129,180,0.30444,0.1
86,141,0.31844,0.1
95,166,0.30452,0.1
10,88,0.22780,0.1
143,189,0.27941,0.1
94,141,0.31965,0.1
229,239,0.00069,0.1
91,146,0.31922,0.1
111,165,0.31451,0.1
90,126,0.30761,0.1
42,214,0.06934,0.1
97,119,0.29469,0.1
172,227,0.16715,0.1
74,138,0.31550,0.1
131,187,0.30100,0.1
11,33,0.00670,0.1
139,180,0.29016,0.1
7,8,0.00004,0.1
83,138,0.31679,0.1
13,196,0.09368,0.1
72,201,0.23033,0.1
70,118,0.29578,0.1
60,116,0.29255,0.1
21,198,0.08670,0.1
92,193,0.27446,0.1
176,247,0.15223,0.1
112,209,0.28812,0.1
165,173,0.18864,0.1
192,236,0.10774,0.1
89,136,0.31653,0.1
36,110,0.27877,0.1
133,160,0.30203,0.1
151,182,0.25319,0.1
13,125,0.29068,0.1
46,49,0.10142,0.1
85,144,0.31807,0.1
101,143,0.32045,0.1
155,156,0.23175,0.1
119,120,0.28915,0.1
80,146,0.31661,0.1
61,134,0.31144,0.1
73,198,0.23725,0.1
150,234,0.25833,0.1
148,195,0.26710,0.1
90,118,0.29547,0.1
62,128,0.30626,0.1
47,107,0.27584,0.1
176,243,0.15223,0.1
99,146,0.32076,0.1
